Customer ID,Customer Name,Segment,Country,Region
DO-13435,Denny Ordway,Consumer,United States,South
DK-13225,Dean Katz,Corporate,United States,East
NG-18430,Nathan Gelder,Consumer,United States,East
MV-18190,Mike Vittorini,Consumer,United States,East
JG-15115,Jack Garza,Consumer,United States,West
BP-11095,Bart Pistole,Corporate,United States,Central
VP-21730,Victor Preis,Home Office,United States,West
SS-20140,Saphhira Shifley,Corporate,United States,East
AG-10675,Anna Gayman,Consumer,United States,Central
LF-17185,Luke Foster,Consumer,United States,South
SP-20650,Stephanie Phelps,Corporate,United States,South
RF-19840,Roy Französisch,Consumer,United States,East
KH-16510,Keith Herrera,Consumer,United States,West
KC-16675,Kimberly Carter,Corporate,United States,West
CJ-12010,Caroline Jumper,Consumer,United States,West
PB-19150,Philip Brown,Consumer,United States,West
SP-20860,Sung Pak,Corporate,United States,West
JE-15745,Joel Eaton,Consumer,United States,West
MP-17965,Michael Paige,Corporate,United States,East
NF-18385,Natalie Fritzler,Consumer,United States,South
JM-15265,Janet Molinari,Corporate,United States,Central
SD-20485,Shirley Daniels,Home Office,United States,East
KH-16630,Ken Heidel,Corporate,United States,Central
RB-19795,Ross Baird,Home Office,United States,South
DB-13060,Dave Brooks,Consumer,United States,East
MK-18160,Mike Kennedy,Consumer,United States,South
PO-19180,Philisse Overcash,Home Office,United States,Central
BB-11545,Brenda Bowman,Corporate,United States,Central
TB-21595,Troy Blackwell,Consumer,United States,Central
RB-19360,Raymond Buch,Consumer,United States,East
EB-13705,Ed Braxton,Corporate,United States,East
SC-20095,Sanjit Chand,Consumer,United States,West
NF-18385,Natalie Fritzler,Consumer,United States,Central
JH-15985,Joseph Holt,Consumer,United States,West
TN-21040,Tanja Norvell,Home Office,United States,West
JS-15940,Joni Sundaresam,Home Office,United States,Central
CC-12670,Craig Carreira,Consumer,United States,Central
MH-17785,Maya Herman,Corporate,United States,East
JP-15520,Jeremy Pistek,Consumer,United States,West
JE-15475,Jeremy Ellison,Consumer,United States,East
JG-15805,John Grady,Corporate,United States,East
XP-21865,Xylona Preis,Consumer,United States,West
EM-14065,Erin Mull,Consumer,United States,East
MT-18070,Michelle Tran,Home Office,United States,West
SA-20830,Sue Ann Reed,Consumer,United States,Central
CW-11905,Carl Weiss,Home Office,United States,Central
AJ-10960,Astrea Jones,Consumer,United States,East
SS-20590,Sonia Sunley,Consumer,United States,West
RO-19780,Rose O'Brian,Consumer,United States,South
MD-17350,Maribeth Dona,Consumer,United States,South
MY-17380,Maribeth Yedwab,Corporate,United States,West
CM-12385,Christopher Martinez,Consumer,United States,South
LS-17245,Lynn Smith,Consumer,United States,Central
LF-17185,Luke Foster,Consumer,United States,East
BN-11515,Bradley Nguyen,Consumer,United States,West
AD-10180,Alan Dominguez,Home Office,United States,West
DB-13210,Dean Braden,Consumer,United States,Central
MC-17605,Matt Connell,Corporate,United States,Central
BD-11605,Brian Dahlen,Consumer,United States,East
PH-18790,Patricia Hirasaki,Home Office,United States,South
MG-18145,Mike Gockenbach,Consumer,United States,East
KB-16240,Karen Bern,Corporate,United States,West
JC-15340,Jasper Cacioppo,Consumer,United States,West
RL-19615,Rob Lucas,Consumer,United States,South
AA-10375,Allen Armold,Consumer,United States,West
EP-13915,Emily Phan,Consumer,United States,Central
DK-12985,Darren Koutras,Consumer,United States,South
BD-11500,Bradley Drucker,Consumer,United States,Central
ES-14080,Erin Smith,Corporate,United States,West
LM-17065,Liz MacKendrick,Consumer,United States,East
AS-10135,Adrian Shami,Home Office,United States,East
DK-13225,Dean Katz,Corporate,United States,Central
BD-11320,Bill Donatelli,Consumer,United States,West
RC-19960,Ryan Crowe,Consumer,United States,South
GT-14710,Greg Tran,Consumer,United States,Central
DK-13225,Dean Katz,Corporate,United States,West
AJ-10945,Ashley Jarboe,Consumer,United States,South
OT-18730,Olvera Toch,Consumer,United States,West
LP-17080,Liz Pelletier,Consumer,United States,West
CA-12775,Cynthia Arntzen,Consumer,United States,South
JF-15490,Jeremy Farry,Consumer,United States,West
FP-14320,Frank Preis,Consumer,United States,West
EB-13840,Ellis Ballard,Corporate,United States,West
JF-15415,Jennifer Ferguson,Consumer,United States,East
SF-20200,Sarah Foster,Consumer,United States,West
TG-21640,Trudy Glocke,Consumer,United States,West
CS-11950,Carlos Soltero,Consumer,United States,Central
CC-12145,Charles Crestani,Consumer,United States,West
DV-13465,Dianna Vittorini,Consumer,United States,West
BD-11725,Bruce Degenhardt,Consumer,United States,South
ZC-21910,Zuschuss Carroll,Consumer,United States,West
MS-17830,Melanie Seite,Consumer,United States,Central
LR-16915,Lena Radford,Consumer,United States,West
TP-21130,Theone Pippenger,Consumer,United States,East
CK-12205,Chloris Kastensmidt,Consumer,United States,East
AS-10240,Alan Shonely,Consumer,United States,South
AR-10510,Andrew Roberts,Consumer,United States,East
NB-18655,Nona Balk,Corporate,United States,Central
GD-14590,Giulietta Dortch,Corporate,United States,East
CK-12595,Clytie Kelty,Consumer,United States,East
NG-18355,Nat Gilpin,Corporate,United States,East
CA-12265,Christina Anderson,Consumer,United States,Central
SF-20965,Sylvia Foulston,Corporate,United States,Central
MO-17800,Meg O'Connel,Home Office,United States,East
AT-10735,Annie Thurman,Consumer,United States,West
LC-17140,Logan Currie,Consumer,United States,West
FM-14380,Fred McMath,Consumer,United States,West
BD-11605,Brian Dahlen,Consumer,United States,South
DJ-13420,Denny Joy,Corporate,United States,South
ME-17725,Max Engle,Consumer,United States,West
RB-19465,Rick Bensley,Home Office,United States,West
JD-16150,Justin Deggeller,Corporate,United States,Central
JL-15835,John Lee,Consumer,United States,West
SC-20305,Sean Christensen,Consumer,United States,Central
TW-21025,Tamara Willingham,Home Office,United States,East
CC-12430,Chuck Clark,Home Office,United States,Central
AR-10825,Anthony Rawles,Corporate,United States,West
SR-20740,Steven Roelle,Home Office,United States,East
CR-12730,Craig Reiter,Consumer,United States,East
EH-14125,Eugene Hildebrand,Home Office,United States,Central
CB-12025,Cassandra Brandow,Consumer,United States,Central
SP-20545,Sibella Parks,Corporate,United States,East
RC-19825,Roy Collins,Consumer,United States,South
TH-21235,Tiffany House,Corporate,United States,Central
RP-19390,Resi Pölking,Consumer,United States,East
MO-17800,Meg O'Connel,Home Office,United States,Central
TD-20995,Tamara Dahlen,Consumer,United States,Central
RB-19570,Rob Beeghly,Consumer,United States,Central
CD-11980,Carol Darley,Consumer,United States,Central
DJ-13630,Doug Jacobs,Consumer,United States,East
GT-14635,Grant Thornton,Corporate,United States,South
MC-17845,Michael Chen,Consumer,United States,South
RA-19285,Ralph Arnett,Consumer,United States,East
NP-18325,Naresj Patel,Consumer,United States,South
AB-10165,Alan Barnes,Consumer,United States,West
JO-15550,Jesus Ocampo,Home Office,United States,East
Dl-13600,Dorris liebe,Corporate,United States,East
JK-15370,Jay Kimmel,Consumer,United States,West
BN-11470,Brad Norvell,Corporate,United States,South
DP-13165,David Philippe,Consumer,United States,East
TH-21550,Tracy Hopkins,Home Office,United States,East
AP-10915,Arthur Prichep,Consumer,United States,South
RS-19765,Roland Schwarz,Corporate,United States,East
Dl-13600,Dorris liebe,Corporate,United States,West
SV-20365,Seth Vernon,Consumer,United States,East
KC-16540,Kelly Collister,Consumer,United States,East
CK-12325,Christine Kargatis,Home Office,United States,West
RD-19810,Ross DeVincentis,Home Office,United States,West
MP-17965,Michael Paige,Corporate,United States,Central
MR-17545,Mathew Reese,Home Office,United States,East
SC-20695,Steve Chapman,Corporate,United States,South
JF-15355,Jay Fein,Consumer,United States,Central
EG-13900,Emily Grady,Consumer,United States,East
DS-13030,Darrin Sayre,Home Office,United States,West
GZ-14470,Gary Zandusky,Consumer,United States,West
PO-19195,Phillina Ober,Home Office,United States,Central
SS-20875,Sung Shariari,Consumer,United States,Central
MH-17785,Maya Herman,Corporate,United States,West
PB-19105,Peter Bühler,Consumer,United States,Central
RF-19735,Roland Fjeld,Consumer,United States,Central
YC-21895,Yoseph Carroll,Corporate,United States,West
MS-17830,Melanie Seite,Consumer,United States,West
NB-18655,Nona Balk,Corporate,United States,South
DC-13285,Debra Catini,Consumer,United States,Central
CP-12340,Christine Phan,Corporate,United States,East
BF-11020,Barry Französisch,Corporate,United States,Central
AR-10510,Andrew Roberts,Consumer,United States,West
LH-17020,Lisa Hazard,Consumer,United States,East
CS-12250,Chris Selesnick,Corporate,United States,South
AJ-10795,Anthony Johnson,Corporate,United States,South
LE-16810,Laurel Elliston,Consumer,United States,South
BV-11245,Benjamin Venier,Corporate,United States,Central
DL-12865,Dan Lawera,Consumer,United States,East
NZ-18565,Nick Zandusky,Home Office,United States,West
BM-11785,Bryan Mills,Consumer,United States,East
CL-12565,Clay Ludtke,Consumer,United States,West
LT-17110,Liz Thompson,Consumer,United States,West
SA-20830,Sue Ann Reed,Consumer,United States,South
JK-15730,Joe Kamberova,Consumer,United States,South
ES-14020,Erica Smith,Consumer,United States,West
RH-19495,Rick Hansen,Consumer,United States,Central
DB-13120,David Bremer,Corporate,United States,East
CD-11920,Carlos Daly,Consumer,United States,West
HW-14935,Helen Wasserman,Corporate,United States,West
HW-14935,Helen Wasserman,Corporate,United States,East
MC-18130,Mike Caudle,Corporate,United States,South
GM-14440,Gary McGarr,Consumer,United States,West
RA-19915,Russell Applegate,Consumer,United States,West
AA-10375,Allen Armold,Consumer,United States,Central
PJ-19015,Pauline Johnson,Consumer,United States,West
BW-11110,Bart Watters,Corporate,United States,Central
DB-13210,Dean Braden,Consumer,United States,East
CA-12775,Cynthia Arntzen,Consumer,United States,East
TR-21325,Toby Ritter,Consumer,United States,East
PG-18820,Patrick Gardner,Consumer,United States,West
JB-15400,Jennifer Braxton,Corporate,United States,South
LH-17020,Lisa Hazard,Consumer,United States,Central
JL-15175,James Lanier,Home Office,United States,South
EB-13705,Ed Braxton,Corporate,United States,Central
BM-11650,Brian Moss,Corporate,United States,East
EM-14095,Eudokia Martin,Corporate,United States,West
AF-10885,Art Foster,Consumer,United States,South
GA-14725,Guy Armstrong,Consumer,United States,East
CK-12760,Cyma Kinney,Corporate,United States,East
DP-13105,Dave Poirier,Corporate,United States,West
GT-14710,Greg Tran,Consumer,United States,East
BK-11260,Berenike Kampe,Consumer,United States,East
SJ-20125,Sanjit Jacobs,Home Office,United States,East
CM-12445,Chuck Magee,Consumer,United States,West
AJ-10780,Anthony Jacobs,Corporate,United States,South
LS-16945,Linda Southworth,Corporate,United States,East
GP-14740,Guy Phonely,Corporate,United States,East
PK-18910,Paul Knutson,Home Office,United States,East
SM-20005,Sally Matthias,Consumer,United States,East
GA-14725,Guy Armstrong,Consumer,United States,South
CC-12430,Chuck Clark,Home Office,United States,East
AG-10765,Anthony Garverick,Home Office,United States,East
HP-14815,Harold Pawlan,Home Office,United States,East
DK-13090,Dave Kipp,Consumer,United States,South
PM-19135,Peter McVee,Home Office,United States,Central
LL-16840,Lauren Leatherbury,Consumer,United States,East
JS-15595,Jill Stevenson,Corporate,United States,West
EL-13735,Ed Ludwig,Home Office,United States,East
CK-12760,Cyma Kinney,Corporate,United States,West
TH-21550,Tracy Hopkins,Home Office,United States,Central
PC-18745,Pamela Coakley,Corporate,United States,West
HL-15040,Hunter Lopez,Consumer,United States,Central
MS-17365,Maribeth Schnelling,Consumer,United States,Central
GB-14530,George Bell,Corporate,United States,East
JR-16210,Justin Ritter,Corporate,United States,East
DB-13060,Dave Brooks,Consumer,United States,Central
PO-18865,Patrick O'Donnell,Consumer,United States,East
BE-11335,Bill Eplett,Home Office,United States,Central
SC-20050,Sample Company A,Home Office,United States,East
BM-11650,Brian Moss,Corporate,United States,Central
KL-16555,Kelly Lampkin,Corporate,United States,Central
RW-19630,Rob Williams,Corporate,United States,Central
SE-20110,Sanjit Engle,Consumer,United States,East
AH-10075,Adam Hart,Corporate,United States,East
JM-15535,Jessica Myrick,Consumer,United States,East
JJ-15760,Joel Jenkins,Home Office,United States,South
AB-10165,Alan Barnes,Consumer,United States,East
RK-19300,Ralph Kennedy,Consumer,United States,East
CG-12040,Catherine Glotzbach,Home Office,United States,East
RP-19270,Rachel Payne,Corporate,United States,West
KC-16255,Karen Carlisle,Corporate,United States,West
RW-19630,Rob Williams,Corporate,United States,West
JL-15850,John Lucas,Consumer,United States,West
CA-12775,Cynthia Arntzen,Consumer,United States,West
RB-19795,Ross Baird,Home Office,United States,East
KH-16360,Katherine Hughes,Consumer,United States,East
GH-14665,Greg Hansen,Consumer,United States,Central
SW-20275,Scott Williamson,Consumer,United States,South
JA-15970,Joseph Airdo,Consumer,United States,West
DL-12925,Daniel Lacy,Consumer,United States,West
LW-16990,Lindsay Williams,Corporate,United States,West
TB-21190,Thomas Brumley,Home Office,United States,South
CV-12805,Cynthia Voltz,Corporate,United States,West
MS-17365,Maribeth Schnelling,Consumer,United States,South
BS-11800,Bryan Spruell,Home Office,United States,East
PO-19195,Phillina Ober,Home Office,United States,East
TD-20995,Tamara Dahlen,Consumer,United States,West
RW-19690,Robert Waldorf,Consumer,United States,South
EB-13870,Emily Burns,Consumer,United States,East
TZ-21580,Tracy Zic,Consumer,United States,West
AS-10630,Ann Steele,Home Office,United States,Central
TS-21340,Toby Swindell,Consumer,United States,Central
SL-20155,Sara Luxemburg,Home Office,United States,South
TS-21610,Troy Staebel,Consumer,United States,East
RF-19735,Roland Fjeld,Consumer,United States,West
MW-18235,Mitch Willingham,Corporate,United States,South
RD-19585,Rob Dowd,Consumer,United States,South
RH-19495,Rick Hansen,Consumer,United States,East
RA-19945,Ryan Akin,Consumer,United States,West
MT-17815,Meg Tillman,Consumer,United States,West
PO-18850,Patrick O'Brill,Consumer,United States,Central
AT-10735,Annie Thurman,Consumer,United States,Central
VG-21790,Vivek Gonzalez,Consumer,United States,West
PF-19165,Philip Fox,Consumer,United States,West
JS-15880,John Stevenson,Consumer,United States,West
MO-17800,Meg O'Connel,Home Office,United States,West
KM-16225,Kalyca Meade,Corporate,United States,East
PB-19150,Philip Brown,Consumer,United States,East
HR-14770,Hallie Redmond,Home Office,United States,West
DE-13255,Deanra Eno,Home Office,United States,East
LA-16780,Laura Armstrong,Corporate,United States,East
AG-10390,Allen Goldenen,Consumer,United States,East
EL-13735,Ed Ludwig,Home Office,United States,Central
JJ-15445,Jennifer Jackson,Consumer,United States,West
JH-15430,Jennifer Halladay,Consumer,United States,South
RD-19660,Robert Dilbeck,Home Office,United States,Central
MO-17500,Mary O'Rourke,Consumer,United States,East
NS-18640,Noel Staavos,Corporate,United States,Central
ZC-21910,Zuschuss Carroll,Consumer,United States,South
DG-13300,Deirdre Greer,Corporate,United States,East
NF-18595,Nicole Fjeld,Home Office,United States,East
MG-17650,Matthew Grinstein,Home Office,United States,East
JD-16060,Julia Dunbar,Consumer,United States,Central
TS-21160,Theresa Swint,Corporate,United States,East
BD-11620,Brian DeCherney,Consumer,United States,West
CM-12160,Charles McCrossin,Consumer,United States,Central
SN-20560,Skye Norling,Home Office,United States,West
EH-14005,Erica Hernandez,Home Office,United States,West
FO-14305,Frank Olsen,Consumer,United States,East
MS-17710,Maurice Satty,Consumer,United States,West
CC-12100,Chad Cunningham,Home Office,United States,Central
DW-13540,Don Weiss,Consumer,United States,West
BT-11395,Bill Tyler,Corporate,United States,Central
KD-16270,Karen Daniels,Consumer,United States,East
LC-16870,Lena Cacioppo,Consumer,United States,Central
CY-12745,Craig Yedwab,Corporate,United States,West
LW-16990,Lindsay Williams,Corporate,United States,South
NP-18325,Naresj Patel,Consumer,United States,West
BT-11485,Brad Thomas,Home Office,United States,East
PS-19045,Penelope Sewall,Home Office,United States,South
NS-18640,Noel Staavos,Corporate,United States,West
PV-18985,Paul Van Hugh,Home Office,United States,West
RP-19390,Resi Pölking,Consumer,United States,Central
NM-18520,Neoma Murray,Consumer,United States,West
EH-13945,Eric Hoffmann,Consumer,United States,Central
DL-13495,Dionis Lloyd,Corporate,United States,West
CS-12355,Christine Sundaresam,Consumer,United States,South
HL-15040,Hunter Lopez,Consumer,United States,South
GG-14650,Greg Guthrie,Corporate,United States,West
JS-15940,Joni Sundaresam,Home Office,United States,East
LR-16915,Lena Radford,Consumer,United States,South
FH-14275,Frank Hawley,Corporate,United States,Central
AP-10915,Arthur Prichep,Consumer,United States,West
NC-18340,Nat Carroll,Consumer,United States,Central
CB-12535,Claudia Bergmann,Corporate,United States,East
GB-14530,George Bell,Corporate,United States,West
AA-10315,Alex Avila,Consumer,United States,Central
LT-16765,Larry Tron,Consumer,United States,West
AP-10720,Anne Pryor,Home Office,United States,East
PM-18940,Paul MacIntyre,Consumer,United States,Central
SW-20275,Scott Williamson,Consumer,United States,Central
LT-17110,Liz Thompson,Consumer,United States,Central
DP-13105,Dave Poirier,Corporate,United States,East
AT-10435,Alyssa Tate,Home Office,United States,West
CA-12055,Cathy Armstrong,Home Office,United States,Central
RB-19570,Rob Beeghly,Consumer,United States,South
HR-14830,Harold Ryan,Corporate,United States,West
BT-11530,Bradley Talbott,Home Office,United States,West
NG-18355,Nat Gilpin,Corporate,United States,South
ZC-21910,Zuschuss Carroll,Consumer,United States,Central
LS-16945,Linda Southworth,Corporate,United States,West
LH-16750,Larry Hughes,Consumer,United States,South
SW-20755,Steven Ward,Corporate,United States,East
SP-20620,Stefania Perrino,Corporate,United States,East
BF-11170,Ben Ferrer,Home Office,United States,West
BM-11140,Becky Martin,Consumer,United States,East
KT-16480,Kean Thornton,Consumer,United States,East
BG-11695,Brooke Gillingham,Corporate,United States,East
PG-18820,Patrick Gardner,Consumer,United States,South
GM-14680,Greg Matthias,Consumer,United States,West
PG-18820,Patrick Gardner,Consumer,United States,East
EJ-14155,Eva Jacobs,Consumer,United States,South
NP-18700,Nora Preis,Consumer,United States,West
IM-15070,Irene Maddox,Consumer,United States,Central
MH-18115,Mick Hernandez,Home Office,United States,East
JR-15700,Jocasta Rupert,Consumer,United States,South
SM-20950,Suzanne McNair,Corporate,United States,South
CS-12355,Christine Sundaresam,Consumer,United States,East
CC-12220,Chris Cortes,Consumer,United States,Central
PF-19225,Phillip Flathmann,Consumer,United States,West
JC-16105,Julie Creighton,Corporate,United States,West
BG-11695,Brooke Gillingham,Corporate,United States,West
DC-12850,Dan Campbell,Consumer,United States,South
SP-20545,Sibella Parks,Corporate,United States,Central
MS-17710,Maurice Satty,Consumer,United States,Central
BD-11770,Bryan Davis,Consumer,United States,Central
KC-16255,Karen Carlisle,Corporate,United States,South
TR-21325,Toby Ritter,Consumer,United States,Central
KW-16435,Katrina Willman,Consumer,United States,Central
GM-14500,Gene McClure,Consumer,United States,East
AD-10180,Alan Dominguez,Home Office,United States,East
TB-21355,Todd Boyes,Corporate,United States,East
CC-12430,Chuck Clark,Home Office,United States,West
JH-16180,Justin Hirsh,Consumer,United States,West
EB-13975,Erica Bern,Corporate,United States,West
QJ-19255,Quincy Jones,Corporate,United States,Central
AA-10315,Alex Avila,Consumer,United States,West
LC-17140,Logan Currie,Consumer,United States,South
TC-21535,Tracy Collins,Home Office,United States,South
CS-12460,Chuck Sachs,Consumer,United States,South
BM-11785,Bryan Mills,Consumer,United States,Central
RC-19825,Roy Collins,Consumer,United States,West
FM-14380,Fred McMath,Consumer,United States,East
PK-19075,Pete Kriz,Consumer,United States,East
HG-14965,Henry Goldwyn,Corporate,United States,West
HA-14920,Helen Andreada,Consumer,United States,East
LW-16825,Laurel Workman,Corporate,United States,South
MC-17575,Matt Collins,Consumer,United States,East
